X1	X2	X3	X4	p_adjusted	X5	X6
4635	ENST00000333891	rhinolophus_ferrumequinum	2.5044e-06	0.0001803153	0.01979861994	ENSG00000186472	PCLO
4636	ENST00000335875	rhinolophus_ferrumequinum	4.46e-08	2.4974e-06	0.00054842904	ENSG00000063127	SLC6A16
4637	ENST00000337653	rhinolophus_ferrumequinum	1.6076e-06	0.0001077065	0.0130435739338235	ENSG00000070748	CHAT
4638	ENST00000339180	rhinolophus_ferrumequinum	0	2.2e-09	1.29407142857143e-06	ENSG00000166091	CMTM5
4639	ENST00000339471	rhinolophus_ferrumequinum	2.078e-07	8.9337e-06	0.0016348671	ENSG00000105193	RPS16
4640	ENST00000341083	rhinolophus_ferrumequinum	0	0	0	ENSG00000165626	BEND7
4641	ENST00000348564	rhinolophus_ferrumequinum	0	0	0	ENSG00000081237	PTPRC
4642	ENST00000350501	rhinolophus_ferrumequinum	2.8e-08	2.1523e-06	0.000479032175675676	ENSG00000158055	GRHL3
4643	ENST00000355341	rhinolophus_ferrumequinum	9.8e-09	7.238e-07	0.00020553424137931	ENSG00000166140	ZFYVE19
4644	ENST00000358485	rhinolophus_ferrumequinum	0	0	0	ENSG00000064012	CASP8
4645	ENST00000358929	rhinolophus_ferrumequinum	2.8e-09	1.834e-07	6.16448571428571e-05	ENSG00000049540	ELN
4646	ENST00000360356	rhinolophus_ferrumequinum	4.915e-07	3.24381e-05	0.00468645181578947	ENSG00000138496	PARP9
4647	ENST00000360566	rhinolophus_ferrumequinum	8e-10	5.59e-08	2.06424e-05	ENSG00000171848	RRM2
4648	ENST00000367067	rhinolophus_ferrumequinum	7.3154e-06	0.000468183	0.0438123523295455	ENSG00000196352	CD55
4649	ENST00000367288	rhinolophus_ferrumequinum	3.62e-08	2.6429e-06	0.000565306012987013	ENSG00000163431	LMOD1
4650	ENST00000367350	rhinolophus_ferrumequinum	1e-10	9.8e-09	5.0439375e-06	ENSG00000118193	KIF14
4651	ENST00000367714	rhinolophus_ferrumequinum	1.53e-08	1.1649e-06	0.000309450048387097	ENSG00000162753	SLC9C2
4652	ENST00000368376	rhinolophus_ferrumequinum	3.9329e-06	0.0001966438	0.0213073906973684	ENSG00000173171	MTX1
4653	ENST00000368742	rhinolophus_ferrumequinum	7.13e-08	3.564e-06	0.000752552307692308	ENSG00000203782	LORICRIN
4654	ENST00000368983	rhinolophus_ferrumequinum	2.36e-07	1.72244e-05	0.00272774873076923	ENSG00000112333	NR2E1
4655	ENST00000370357	rhinolophus_ferrumequinum	1.48e-08	8.711e-07	0.00023911695	ENSG00000166049	PASD1
4656	ENST00000372502	rhinolophus_ferrumequinum	7.2237e-06	0.0005128805	0.0464128672252747	ENSG00000164011	ZNF691
4657	ENST00000374747	rhinolophus_ferrumequinum	8.3026e-06	0.0005230607	0.047075463	ENSG00000182446	NPLOC4
4658	ENST00000375147	rhinolophus_ferrumequinum	5.3123e-06	0.0003931114	0.0380855574	ENSG00000136937	NCBP1
4659	ENST00000375630	rhinolophus_ferrumequinum	4.0317e-06	0.0002660925	0.027563166509434	ENSG00000068650	ATP11A
4660	ENST00000376296	rhinolophus_ferrumequinum	5.548e-07	1.71981e-05	0.00272774873076923	ENSG00000204544	MUC21
4661	ENST00000376406	rhinolophus_ferrumequinum	1.931e-07	1.31316e-05	0.00216277452	ENSG00000137337	MDC1
4662	ENST00000376496	rhinolophus_ferrumequinum	0	0	0	ENSG00000011021	CLCN6
4663	ENST00000378555	rhinolophus_ferrumequinum	0	0	0	ENSG00000128567	PODXL
4664	ENST00000378653	rhinolophus_ferrumequinum	3e-10	1.6e-08	7.52914285714286e-06	ENSG00000165164	CFAP47
4665	ENST00000379409	rhinolophus_ferrumequinum	0	7e-10	4.6116e-07	ENSG00000187583	PLEKHN1
4666	ENST00000379996	rhinolophus_ferrumequinum	1.152e-07	7.7168e-06	0.00144426927272727	ENSG00000008086	CDKL5
4667	ENST00000380059	rhinolophus_ferrumequinum	4.8527e-06	0.0003105736	0.0306296239041916	ENSG00000088836	SLC4A11
4668	ENST00000380610	rhinolophus_ferrumequinum	0	6e-10	4.29652173913043e-07	ENSG00000061273	HDAC7
4669	ENST00000381474	rhinolophus_ferrumequinum	7.851e-07	5.26007e-05	0.006930668232	ENSG00000185164	NOMO2
4670	ENST00000381775	rhinolophus_ferrumequinum	5.435e-06	0.0002717494	0.0277994572546584	ENSG00000130592	LSP1
4671	ENST00000381989	rhinolophus_ferrumequinum	5.2177e-06	0.0002608826	0.0271945343164557	ENSG00000102699	PARP4
4672	ENST00000392358	rhinolophus_ferrumequinum	3.73e-08	2.5357e-06	0.000549512881578947	ENSG00000169727	GPS1
4673	ENST00000393217	rhinolophus_ferrumequinum	2.4493e-06	0.0001689987	0.0188068147905405	ENSG00000133640	LRRIQ1
4674	ENST00000393743	rhinolophus_ferrumequinum	1.904e-07	1.18038e-05	0.00196372309090909	ENSG00000137628	DDX60
4675	ENST00000394086	rhinolophus_ferrumequinum	3.932e-07	2.71306e-05	0.00406219074545455	ENSG00000131759	RARA
4676	ENST00000396779	rhinolophus_ferrumequinum	2.09e-08	1.5058e-06	0.000370157104477612	ENSG00000126768	TIMM17B
4677	ENST00000398485	rhinolophus_ferrumequinum	1e-10	4.4e-09	2.49889655172414e-06	ENSG00000125813	PAX1
4678	ENST00000402066	rhinolophus_ferrumequinum	1.807e-07	9.5775e-06	0.00169614435483871	ENSG00000106018	VIPR2
4679	ENST00000404286	rhinolophus_ferrumequinum	8.399e-07	5.37534e-05	0.00697684762204724	ENSG00000169026	SLC49A3
4680	ENST00000404694	rhinolophus_ferrumequinum	1.7e-08	1.0218e-06	0.000275886	ENSG00000138028	CGREF1
4681	ENST00000406697	rhinolophus_ferrumequinum	1.535e-07	1.02848e-05	0.00178305953684211	ENSG00000182326	C1S
4682	ENST00000407324	rhinolophus_ferrumequinum	4.932e-07	3.30426e-05	0.0046914795	ENSG00000197223	C1D
4683	ENST00000412090	rhinolophus_ferrumequinum	0	0	0	ENSG00000205867	KRTAP5-2
4684	ENST00000413459	rhinolophus_ferrumequinum	8.08e-08	4.0375e-06	0.000810946646341463	ENSG00000162066	AMDHD2
4685	ENST00000413806	rhinolophus_ferrumequinum	6e-10	4.16e-08	1.63131428571429e-05	ENSG00000127616	SMARCA4
4686	ENST00000415930	rhinolophus_ferrumequinum	0	0	0	ENSG00000105220	GPI
4687	ENST00000418310	rhinolophus_ferrumequinum	4.3942e-06	0.0003075936	0.0306060323313253	ENSG00000106683	LIMK1
4688	ENST00000418460	rhinolophus_ferrumequinum	3.7e-09	2.207e-07	7.269858e-05	ENSG00000212916	MAP10
4689	ENST00000419065	rhinolophus_ferrumequinum	6.0309e-06	0.0003920094	0.0380855574	ENSG00000180822	PSMG4
4690	ENST00000421743	rhinolophus_ferrumequinum	1.291e-06	8.90782e-05	0.0110309620601504	ENSG00000117152	RGS4
4691	ENST00000421922	rhinolophus_ferrumequinum	1.526e-07	1.08338e-05	0.00183951222680412	ENSG00000160050	CCDC28B
4692	ENST00000423734	rhinolophus_ferrumequinum	4.611e-07	2.90522e-05	0.00431071832432432	ENSG00000135185	TMEM243
4693	ENST00000425054	rhinolophus_ferrumequinum	2.109e-07	1.34952e-05	0.00220065291089109	ENSG00000095981	KCNK16
4694	ENST00000431515	rhinolophus_ferrumequinum	8.7e-09	5.797e-07	0.000170493910714286	ENSG00000127564	PKMYT1
4695	ENST00000433179	rhinolophus_ferrumequinum	2.97e-07	1.81141e-05	0.00284132597142857	ENSG00000187642	PERM1
4696	ENST00000434813	rhinolophus_ferrumequinum	1.414e-07	9.4708e-06	0.00169547908695652	ENSG00000013441	CLK1
4697	ENST00000436348	rhinolophus_ferrumequinum	7.137e-06	0.0004781781	0.0442449062191011	ENSG00000134042	MRO
4698	ENST00000444133	rhinolophus_ferrumequinum	4.9e-09	3.103e-07	9.64271886792453e-05	ENSG00000144559	TAMM41
4699	ENST00000445164	rhinolophus_ferrumequinum	2.52e-08	1.6601e-06	0.000379747875	ENSG00000137747	TMPRSS13
4700	ENST00000447102	rhinolophus_ferrumequinum	7.8e-09	5.319e-07	0.000159279872727273	ENSG00000130005	GAMT
4701	ENST00000451402	rhinolophus_ferrumequinum	2.48e-08	1.6128e-06	0.000377070211267606	ENSG00000119414	PPP6C
4702	ENST00000451457	rhinolophus_ferrumequinum	8e-10	5.64e-08	2.06424e-05	ENSG00000146410	MTFR2
4703	ENST00000454349	rhinolophus_ferrumequinum	5.756e-06	0.0004259469	0.0405511297283237	ENSG00000100354	TNRC6B
4704	ENST00000454893	rhinolophus_ferrumequinum	4e-10	2.12e-08	9.18852631578947e-06	ENSG00000143977	SNRPG
4705	ENST00000456580	rhinolophus_ferrumequinum	1.0179e-06	7.43062e-05	0.00941402395384615	ENSG00000149260	CAPN5
4706	ENST00000458381	rhinolophus_ferrumequinum	7.27e-07	5.37984e-05	0.00697684762204724	ENSG00000163072	NOSTRIN
4707	ENST00000462430	rhinolophus_ferrumequinum	5.3298e-06	0.00028781	0.0290811699386503	ENSG00000185088	RPS27L
4708	ENST00000472947	rhinolophus_ferrumequinum	9.92e-08	6.9434e-06	0.00131445744827586	ENSG00000169251	NMD3
4709	ENST00000479054	rhinolophus_ferrumequinum	2.2671e-06	0.0001723012	0.0190456427114094	ENSG00000010322	NISCH
4710	ENST00000482352	rhinolophus_ferrumequinum	9.73e-08	6.518e-06	0.00127799357142857	ENSG00000242485	MRPL20
4711	ENST00000503277	rhinolophus_ferrumequinum	7.8113e-06	0.0004764894	0.0442449062191011	ENSG00000163682	RPL9
4712	ENST00000504952	rhinolophus_ferrumequinum	3.4e-09	2.432e-07	7.85392941176471e-05	ENSG00000156136	DCK
4713	ENST00000505425	rhinolophus_ferrumequinum	5e-10	3.9e-08	1.56665853658537e-05	ENSG00000112139	MDGA1
4714	ENST00000506587	rhinolophus_ferrumequinum	7.81e-07	5.54501e-05	0.00710200444186047	ENSG00000013375	PGM3
4715	ENST00000513436	rhinolophus_ferrumequinum	8.8372e-06	0.0005037203	0.0460613578176796	ENSG00000172058	SERF1A
4716	ENST00000514800	rhinolophus_ferrumequinum	1.365e-07	9.2819e-06	0.0016799219010989	ENSG00000109736	MFSD10
4717	ENST00000518111	rhinolophus_ferrumequinum	7.068e-07	4.59412e-05	0.006202062	ENSG00000104435	STMN2
4718	ENST00000518783	rhinolophus_ferrumequinum	9.8e-09	6.924e-07	0.000200067157894737	ENSG00000155511	GRIA1
4719	ENST00000520790	rhinolophus_ferrumequinum	2.68e-08	1.4203e-06	0.000354429409090909	ENSG00000253305	PCDHGB6
4720	ENST00000522353	rhinolophus_ferrumequinum	6.308e-07	3.34303e-05	0.00470595761538461	ENSG00000255408	PCDHA3
4721	ENST00000523116	rhinolophus_ferrumequinum	0	3e-10	2.4705e-07	ENSG00000104660	LEPROTL1
4722	ENST00000525675	rhinolophus_ferrumequinum	1.9445e-06	0.0001147276	0.0137924348321168	ENSG00000278615	C11orf98
4723	ENST00000529051	rhinolophus_ferrumequinum	0	0	0	ENSG00000149548	CCDC15
4724	ENST00000531114	rhinolophus_ferrumequinum	5.81e-08	3.9529e-06	0.000810946646341463	ENSG00000172367	NHERF4
4725	ENST00000534842	rhinolophus_ferrumequinum	2.936e-07	1.9671e-05	0.00305642801886792	ENSG00000182544	MFSD5
4726	ENST00000535997	rhinolophus_ferrumequinum	1.3244e-06	5.56259e-05	0.00710200444186047	ENSG00000131165	CHMP1A
4727	ENST00000537806	rhinolophus_ferrumequinum	0	0	0	ENSG00000166333	ILK
4728	ENST00000538431	rhinolophus_ferrumequinum	6.7376e-06	0.0004985852	0.0458754091843575	ENSG00000148337	CIZ1
4729	ENST00000538545	rhinolophus_ferrumequinum	1.302e-07	8.7262e-06	0.00161483723595506	ENSG00000072110	ACTN1
4730	ENST00000539924	rhinolophus_ferrumequinum	4.9187e-06	0.0002951213	0.0296380964085366	ENSG00000173262	SLC2A14
4731	ENST00000540581	rhinolophus_ferrumequinum	7e-10	4.99e-08	1.91128604651163e-05	ENSG00000160325	CACFD1
4732	ENST00000543199	rhinolophus_ferrumequinum	6.2576e-06	0.0004568019	0.0429915845314286	ENSG00000111231	GPN3
4733	ENST00000545862	rhinolophus_ferrumequinum	1e-10	6.7e-09	3.55964516129032e-06	ENSG00000183048	SLC25A10
4734	ENST00000550347	rhinolophus_ferrumequinum	0	0	0	ENSG00000139620	KANSL2
4735	ENST00000557854	rhinolophus_ferrumequinum	0	7e-10	4.6116e-07	ENSG00000100938	GMPR2
4736	ENST00000561096	rhinolophus_ferrumequinum	2.8e-09	1.717e-07	5.89145625e-05	ENSG00000105419	MEIS3
4737	ENST00000561180	rhinolophus_ferrumequinum	2.23e-08	1.6255e-06	0.000377070211267606	ENSG00000172575	RASGRP1
4738	ENST00000562958	rhinolophus_ferrumequinum	7.639e-07	4.96525e-05	0.00664859085365854	ENSG00000064666	CNN2
4739	ENST00000563383	rhinolophus_ferrumequinum	1.9064e-06	0.0001220123	0.0143538755785714	ENSG00000006210	CX3CL1
4740	ENST00000563965	rhinolophus_ferrumequinum	3.752e-06	0.0002851495	0.0289901991666667	ENSG00000137868	STRA6
4741	ENST00000568377	rhinolophus_ferrumequinum	3.4203e-06	0.0002154796	0.0230451234545455	ENSG00000205084	TMEM231
4742	ENST00000571244	rhinolophus_ferrumequinum	3.2097e-06	0.0002310988	0.0245561112	ENSG00000262406	MMP12
4743	ENST00000572815	rhinolophus_ferrumequinum	8.131e-07	5.12246e-05	0.00680378356451613	ENSG00000132507	EIF5A
4744	ENST00000580611	rhinolophus_ferrumequinum	3.152e-07	2.08044e-05	0.00320232213084112	ENSG00000131748	STARD3
4745	ENST00000585901	rhinolophus_ferrumequinum	1.1143e-06	8.24561e-05	0.0103033200681818	ENSG00000011600	TYROBP
4746	ENST00000587896	rhinolophus_ferrumequinum	3.38e-08	1.5876e-06	0.000377070211267606	ENSG00000099622	CIRBP
4747	ENST00000589578	rhinolophus_ferrumequinum	3.5e-09	2.651e-07	8.39653269230769e-05	ENSG00000186111	PIP5K1C
4748	ENST00000612778	rhinolophus_ferrumequinum	2e-10	1.35e-08	6.73772727272727e-06	ENSG00000185499	MUC1
4749	ENST00000613797	rhinolophus_ferrumequinum	1.1469e-06	8.25767e-05	0.0103033200681818	ENSG00000136122	BORA
4750	ENST00000613979	rhinolophus_ferrumequinum	6.824e-07	4.09416e-05	0.00566645505882353	ENSG00000146839	ZAN
4751	ENST00000615445	rhinolophus_ferrumequinum	0	1.6e-09	9.76e-07	ENSG00000149177	PTPRJ
4752	ENST00000617267	rhinolophus_ferrumequinum	0	6e-10	4.29652173913043e-07	ENSG00000136250	AOAH
4753	ENST00000618670	rhinolophus_ferrumequinum	5e-10	3.62e-08	1.490535e-05	ENSG00000269335	IKBKG
4754	ENST00000619221	rhinolophus_ferrumequinum	1.84e-08	1.2723e-06	0.000332615571428571	ENSG00000144596	GRIP2
4755	ENST00000619396	rhinolophus_ferrumequinum	3.964e-06	0.0002695487	0.02774666930625	ENSG00000088247	KHSRP
4756	ENST00000622406	rhinolophus_ferrumequinum	4.831e-07	3.1884e-05	0.00464716353982301	ENSG00000126226	PCID2
4757	ENST00000623662	rhinolophus_ferrumequinum	1.7e-09	9.75e-08	3.49092391304348e-05	ENSG00000277758	SYT15B
4758	ENST00000628876	rhinolophus_ferrumequinum	0	2e-10	1.73368421052632e-07	ENSG00000149577	SIDT2
4759	ENST00000640449	rhinolophus_ferrumequinum	6.7727e-06	0.0004469997	0.0423108336724138	ENSG00000283758	PMIS2
4760	ENST00000645034	rhinolophus_ferrumequinum	0	1e-10	9.15e-08	ENSG00000126091	ST3GAL3
4761	ENST00000647633	rhinolophus_ferrumequinum	1.6234e-06	0.0001022728	0.0124772816	ENSG00000168477	TNXB
4762	ENST00000651228	rhinolophus_ferrumequinum	1e-10	4.8e-09	2.6352e-06	ENSG00000134897	BIVM
4763	ENST00000652269	rhinolophus_ferrumequinum	1.8267e-06	0.0001351769	0.0157898123617021	ENSG00000102890	ELMO3
4764	ENST00000652691	rhinolophus_ferrumequinum	2e-10	1.46e-08	7.07241176470588e-06	ENSG00000197471	SPN
4765	ENST00000658476	rhinolophus_ferrumequinum	3.0097e-06	0.0002046603	0.0220310793529412	ENSG00000118194	TNNT2
4766	ENST00000666210	rhinolophus_ferrumequinum	1.15e-08	7.608e-07	0.000212379254237288	ENSG00000188385	JAKMIP3
4767	ENST00000671793	rhinolophus_ferrumequinum	5.3906e-06	0.0004150797	0.0397462945290698	ENSG00000145362	ANK2
4768	ENST00000674088	rhinolophus_ferrumequinum	1.855e-07	1.16881e-05	0.00196372309090909	ENSG00000099834	CDHR5
4769	ENST00000026218	camelus_ferus	0	0	0	ENSG00000007541	PIGQ
4770	ENST00000161006	camelus_ferus	1.299e-07	7.4065e-06	0.001219480225	ENSG00000005001	PRSS22
4771	ENST00000216361	camelus_ferus	0	3e-10	1.82944444444444e-07	ENSG00000100473	COCH
4772	ENST00000219478	camelus_ferus	6.1706e-06	0.0002653359	0.0280048435480769	ENSG00000103199	ZNF500
4773	ENST00000221573	camelus_ferus	5.0969e-06	0.0003771737	0.0379369663414634	ENSG00000104976	SNAPC2
4774	ENST00000226218	camelus_ferus	1.3865e-06	9.84446e-05	0.0115777881357143	ENSG00000109072	VTN
4775	ENST00000227474	camelus_ferus	5.4e-09	3.221e-07	8.83896083333333e-05	ENSG00000110060	PUS3
4776	ENST00000229239	camelus_ferus	2.112e-07	1.20361e-05	0.00181811363761468	ENSG00000111640	GAPDH
4777	ENST00000246190	camelus_ferus	1.437e-07	9.912e-06	0.00153963283018868	ENSG00000125967	NECAB3
4778	ENST00000248142	camelus_ferus	3.7028e-06	0.0002258714	0.0244669250065789	ENSG00000127580	WDR24
4779	ENST00000251143	camelus_ferus	4.4e-09	3.092e-07	8.71807796610169e-05	ENSG00000103544	VPS35L
4780	ENST00000252825	camelus_ferus	0	0	0	ENSG00000130528	HRC
4781	ENST00000254846	camelus_ferus	7.7058e-06	0.0004161141	0.0410258602185629	ENSG00000132510	KDM6B
4782	ENST00000256951	camelus_ferus	1.432e-07	1.01684e-05	0.00156469818691589	ENSG00000134531	EMP1
4783	ENST00000262318	camelus_ferus	0	2e-10	1.26653846153846e-07	ENSG00000103249	CLCN7
4784	ENST00000269127	camelus_ferus	5.1402e-06	0.000334115	0.0342469954658385	ENSG00000141371	CHCT1
4785	ENST00000269844	camelus_ferus	1.4e-09	1.005e-07	3.38036530612245e-05	ENSG00000141956	PRDM15
4786	ENST00000271835	camelus_ferus	0	0	0	ENSG00000143536	CRNN
4787	ENST00000275015	camelus_ferus	8.932e-07	6.0736e-05	0.00735307529411765	ENSG00000146232	NFKBIE
4788	ENST00000290894	camelus_ferus	0	9e-10	4.9395e-07	ENSG00000138606	SHF
4789	ENST00000293362	camelus_ferus	2.0898e-06	0.0001337467	0.0151871683827586	ENSG00000131467	PSME3
4790	ENST00000296043	camelus_ferus	5.136e-07	3.64658e-05	0.00465433641085271	ENSG00000138771	SHROOM3
4791	ENST00000296420	camelus_ferus	1.01e-08	7.204e-07	0.000162823061643836	ENSG00000164035	EMCN
4792	ENST00000298532	camelus_ferus	2.42e-08	1.5718e-06	0.000308091511904762	ENSG00000165684	SNAPC4
4793	ENST00000301724	camelus_ferus	4.46e-08	3.0803e-06	0.000557331203296703	ENSG00000167965	MLST8
4794	ENST00000302036	camelus_ferus	5.5e-09	3.825e-07	9.84041015625e-05	ENSG00000114026	OGG1
4795	ENST00000304311	camelus_ferus	6.022e-07	3.97471e-05	0.00499569466793893	ENSG00000168631	MUCL3
4796	ENST00000308744	camelus_ferus	6.2347e-06	0.0004114872	0.0408140767951807	ENSG00000056291	NPFFR2
4797	ENST00000309017	camelus_ferus	6.94e-08	5.0628e-06	0.000859371154639175	ENSG00000143851	PTPN7
4798	ENST00000309731	camelus_ferus	0	1.6e-09	8.2325e-07	ENSG00000175318	GRAMD2A
4799	ENST00000313135	camelus_ferus	3.03e-08	1.9389e-06	0.000375576335294118	ENSG00000181408	UTS2R
4800	ENST00000313433	camelus_ferus	1.6568e-06	0.0001043813	0.0121030852429577	ENSG00000117748	RPA2
4801	ENST00000315005	camelus_ferus	6.5e-09	3.384e-07	9.1340262295082e-05	ENSG00000161692	DBF4B
4802	ENST00000315580	camelus_ferus	0	0	0	ENSG00000182196	ARL6IP4
4803	ENST00000320442	camelus_ferus	3.482e-07	2.40241e-05	0.00326002951229508	ENSG00000135502	SLC26A10P
4804	ENST00000322912	camelus_ferus	5.1e-09	3.598e-07	9.55501129032258e-05	ENSG00000132026	RTBDN
4805	ENST00000324589	camelus_ferus	1.2043e-06	9.15292e-05	0.010841930057554	ENSG00000158089	GALNT14
4806	ENST00000328596	camelus_ferus	4.75e-08	2.8972e-06	0.000535982	ENSG00000186891	TNFRSF18
4807	ENST00000331444	camelus_ferus	4.081e-07	2.69329e-05	0.003547601588	ENSG00000183628	DGCR6
4808	ENST00000333425	camelus_ferus	7e-10	5.53e-08	2.03434222222222e-05	ENSG00000140451	PIF1
4809	ENST00000334701	camelus_ferus	4.4174e-06	0.0002959648	0.0308421546329114	ENSG00000080824	HSP90AA1
4810	ENST00000335393	camelus_ferus	2e-09	1.353e-07	4.28406634615385e-05	ENSG00000167483	NIBAN3
4811	ENST00000335769	camelus_ferus	5.7202e-06	0.0002917317	0.0305946652261147	ENSG00000182931	WFDC10B
4812	ENST00000337114	camelus_ferus	3.2391e-06	0.0001911045	0.0208379840562914	ENSG00000166473	PKD1L2
4813	ENST00000337508	camelus_ferus	2e-09	1.51e-07	4.69097169811321e-05	ENSG00000053702	NRIP2
4814	ENST00000338647	camelus_ferus	4e-10	2.21e-08	8.66372619047619e-06	ENSG00000189420	ZFP92
4815	ENST00000341083	camelus_ferus	0	2e-10	1.26653846153846e-07	ENSG00000165626	BEND7
4816	ENST00000341458	camelus_ferus	0	0	0	ENSG00000101049	SGK2
4817	ENST00000343948	camelus_ferus	7.83e-07	5.24586e-05	0.00649265327985075	ENSG00000187848	P2RX2
4818	ENST00000354232	camelus_ferus	1.44e-08	8.522e-07	0.000184624644736842	ENSG00000105379	ETFB
4819	ENST00000356289	camelus_ferus	1.5921e-06	0.0001162231	0.0132889815381944	ENSG00000160593	JAML
4820	ENST00000357194	camelus_ferus	6.93e-08	2.495e-06	0.000469009267045455	ENSG00000109332	UBE2D3
4821	ENST00000358473	camelus_ferus	0	0	0	ENSG00000125375	DMAC2L
4822	ENST00000358649	camelus_ferus	1.16e-08	8.136e-07	0.000181026	ENSG00000115687	PASK
4823	ENST00000359568	camelus_ferus	2.8201e-06	0.0001889491	0.0207403128766667	ENSG00000160299	PCNT
4824	ENST00000359747	camelus_ferus	7.743e-07	5.57513e-05	0.00679959373703704	ENSG00000175065	DSG4
4825	ENST00000360589	camelus_ferus	2.9e-09	2.209e-07	6.61294272727273e-05	ENSG00000144031	ANKRD53
4826	ENST00000361124	camelus_ferus	1.09e-08	8.427e-07	0.000184624644736842	ENSG00000198885	ITPRIPL1
4827	ENST00000366425	camelus_ferus	1.552e-07	1.04004e-05	0.0015855795	ENSG00000203618	GP1BB
4828	ENST00000367723	camelus_ferus	4.458e-07	3.20986e-05	0.00416144448031496	ENSG00000094975	SUCO
4829	ENST00000368186	camelus_ferus	1.008e-07	5.8451e-06	0.000982036443877551	ENSG00000160856	FCRL3
4830	ENST00000368317	camelus_ferus	1.97e-08	1.3177e-06	0.00027119913125	ENSG00000146374	RSPO3
4831	ENST00000368742	camelus_ferus	1.0893e-05	0.0004248289	0.0412929705970588	ENSG00000203782	LORICRIN
4832	ENST00000369716	camelus_ferus	5.59e-08	3.6359e-06	0.000642345191489362	ENSG00000121933	TMIGD3
4833	ENST00000370563	camelus_ferus	8.8822e-06	0.0004263471	0.0412929705970588	ENSG00000016602	CLCA4
4834	ENST00000370834	camelus_ferus	3.6619e-06	0.0002563305	0.0272289140806452	ENSG00000117054	ACADM
4835	ENST00000372159	camelus_ferus	2e-10	1.14e-08	4.692525e-06	ENSG00000125485	DDX31
4836	ENST00000373441	camelus_ferus	5.5924e-06	0.0004250257	0.0412929705970588	ENSG00000142920	AZIN2
4837	ENST00000374747	camelus_ferus	3.47e-08	2.3222e-06	0.000444593290697674	ENSG00000182446	NPLOC4
4838	ENST00000376042	camelus_ferus	0	0	0	ENSG00000147082	CCNB3
4839	ENST00000376093	camelus_ferus	3.4067e-06	0.0002316569	0.0249296134542484	ENSG00000204482	LST1
4840	ENST00000376288	camelus_ferus	0	0	0	ENSG00000204539	CDSN
4841	ENST00000376296	camelus_ferus	1.06e-08	3.698e-07	9.66469365079365e-05	ENSG00000204544	MUC21
4842	ENST00000376350	camelus_ferus	1.3135e-06	6.83011e-05	0.00820859570437956	ENSG00000080031	PTPRH
4843	ENST00000378555	camelus_ferus	0	0	0	ENSG00000128567	PODXL
4844	ENST00000379031	camelus_ferus	0	8e-10	4.54206896551724e-07	ENSG00000169972	PUSL1
4845	ENST00000379044	camelus_ferus	1e-09	5.84e-08	2.09033913043478e-05	ENSG00000004848	ARX
4846	ENST00000379409	camelus_ferus	1.9435e-06	0.0001088344	0.0125311775944056	ENSG00000187583	PLEKHN1
4847	ENST00000379500	camelus_ferus	6.3e-09	4.126e-07	0.000102931196969697	ENSG00000089505	CMTM1
4848	ENST00000380610	camelus_ferus	0	0	0	ENSG00000061273	HDAC7
4849	ENST00000380835	camelus_ferus	1.305e-07	9.784e-06	0.00153422438095238	ENSG00000165555	NOXRED1
4850	ENST00000381129	camelus_ferus	4.7e-09	3.124e-07	8.71807796610169e-05	ENSG00000129221	AIPL1
4851	ENST00000381135	camelus_ferus	2.177e-07	1.34961e-05	0.00198404720089286	ENSG00000159200	RCAN1
4852	ENST00000381775	camelus_ferus	0	0	0	ENSG00000130592	LSP1
4853	ENST00000382743	camelus_ferus	3.576e-07	2.32428e-05	0.00318910585	ENSG00000142082	SIRT3
4854	ENST00000392358	camelus_ferus	1.2125e-06	7.88109e-05	0.00940305411956522	ENSG00000169727	GPS1
4855	ENST00000392432	camelus_ferus	1.03e-08	7.219e-07	0.000162823061643836	ENSG00000145014	TMEM44
4856	ENST00000393061	camelus_ferus	1.107e-07	7.9709e-06	0.00129941453960396	ENSG00000197859	ADAMTSL2
4857	ENST00000394126	camelus_ferus	1.83e-08	1.3365e-06	0.0002716725	ENSG00000008838	MED24
4858	ENST00000395489	camelus_ferus	3.455e-07	2.55666e-05	0.00339479087903226	ENSG00000148584	A1CF
4859	ENST00000400379	camelus_ferus	6.9967e-06	0.0003638301	0.0369781641759259	ENSG00000160223	ICOSLG
4860	ENST00000402066	camelus_ferus	0	0	0	ENSG00000106018	VIPR2
4861	ENST00000403482	camelus_ferus	3.605e-07	2.41557e-05	0.00326002951229508	ENSG00000133794	BMAL1
4862	ENST00000404147	camelus_ferus	1e-10	5.9e-09	2.77552857142857e-06	ENSG00000146670	CDCA5
4863	ENST00000404694	camelus_ferus	3e-10	1.76e-08	7.06790243902439e-06	ENSG00000138028	CGREF1
4864	ENST00000404951	camelus_ferus	2.5e-08	1.5506e-06	0.000307597939759036	ENSG00000170419	VSTM2A
4865	ENST00000405093	camelus_ferus	6.6e-09	4.813e-07	0.00011484934057971	ENSG00000197616	MYH6
4866	ENST00000407263	camelus_ferus	3.8e-09	2.703e-07	7.94730267857143e-05	ENSG00000011105	TSPAN9
4867	ENST00000408973	camelus_ferus	4.1e-09	1.839e-07	5.60724722222222e-05	ENSG00000214402	LCNL1
4868	ENST00000411543	camelus_ferus	6.2979e-06	0.000377872	0.0379369663414634	ENSG00000063245	EPN1
4869	ENST00000412090	camelus_ferus	0	0	0	ENSG00000205867	KRTAP5-2
